measurement_nbr		customer_id	rwa_treatment_code	scenario	report_asset_class_code	risk_weighted_lcy_amt	exposure_type_code	k_capital_requirement_factor	snapshot_date	exposure_at_default_lcy_amt	expected_loss_lcy_amt	credit_score	correlation_factor
258	5060	AIRB	RC	SOVEREIGN	25257.721908	Drawn	.010635	2013-10-01	186000.000000	55.250000	21.00	.225900
276	5060	AIRB	RC	SOVEREIGN	25257.721908	Undrawn	.010635	2013-10-01	186000.000000	55.250000	21.00	.225900
294	5060	AIRB	RC	SOVEREIGN	25257.721908	OTC	.010635	2013-10-01	186000.000000	55.250000	21.00	.225900
312	5060	AIRB	RC	SOVEREIGN	25257.721908	OBS	.010635	2013-10-01	186000.000000	55.250000	21.00	.225900
1231	7075	FIRB	RC	PSE	115644.165409	Drawn	.060865	2013-10-01	148800.000000	219.300000	21.00	.227769
1249	7075	FIRB	RC	PSE	115644.165409	Undrawn	.060865	2013-10-01	148800.000000	219.300000	21.00	.227769
1267	7075	FIRB	RC	PSE	115644.165409	OTC	.060865	2013-10-01	148800.000000	219.300000	21.00	.227769
1285	7075	FIRB	RC	PSE	115644.165409	OBS	.060865	2013-10-01	148800.000000	219.300000	21.00	.227769
1163	6015	FIRB	RC	SOVEREIGN	77927.332989	Drawn	.082029	2013-10-01	74400.000000	417.690000	21.00	.180642
1181	6015	FIRB	RC	SOVEREIGN	77927.332989	Undrawn	.082029	2013-10-01	74400.000000	417.690000	21.00	.180642
1199	6015	FIRB	RC	SOVEREIGN	77927.332989	OTC	.082029	2013-10-01	74400.000000	417.690000	21.00	.180642
1217	6015	FIRB	RC	SOVEREIGN	77927.332989	OBS	.082029	2013-10-01	74400.000000	417.690000	21.00	.180642
258	5060	AIRB	RC	SOVEREIGN	27783.494100	Drawn	.010103	2013-11-01	204600.000000	60.775000	19.00	.214605
276	5060	AIRB	RC	SOVEREIGN	27783.494100	Undrawn	.010103	2013-11-01	204600.000000	60.775000	19.00	.214605
294	5060	AIRB	RC	SOVEREIGN	27783.494100	OTC	.010103	2013-11-01	204600.000000	60.775000	19.00	.214605
312	5060	AIRB	RC	SOVEREIGN	27783.494100	OBS	.010103	2013-11-01	204600.000000	60.775000	19.00	.214605
1231	7075	FIRB	RC	PSE	127208.581949	Drawn	.057822	2013-11-01	163680.000000	241.230000	19.00	.216381
1249	7075	FIRB	RC	PSE	127208.581949	Undrawn	.057822	2013-11-01	163680.000000	241.230000	19.00	.216381
1267	7075	FIRB	RC	PSE	127208.581949	OTC	.057822	2013-11-01	163680.000000	241.230000	19.00	.216381
1285	7075	FIRB	RC	PSE	127208.581949	OBS	.057822	2013-11-01	163680.000000	241.230000	19.00	.216381
1163	6015	FIRB	RC	SOVEREIGN	85720.066287	Drawn	.077928	2013-11-01	81840.000000	459.459000	19.00	.171610
1181	6015	FIRB	RC	SOVEREIGN	85720.066287	Undrawn	.077928	2013-11-01	81840.000000	459.459000	19.00	.171610
1199	6015	FIRB	RC	SOVEREIGN	85720.066287	OTC	.077928	2013-11-01	81840.000000	459.459000	19.00	.171610
1217	6015	FIRB	RC	SOVEREIGN	85720.066287	OBS	.077928	2013-11-01	81840.000000	459.459000	19.00	.171610
258	5060	AIRB	RC	SOVEREIGN	28288.648538	Drawn	.009997	2013-12-01	208320.000000	61.880000	17.00	.212346
276	5060	AIRB	RC	SOVEREIGN	28288.648538	Undrawn	.009997	2013-12-01	208320.000000	61.880000	17.00	.212346
294	5060	AIRB	RC	SOVEREIGN	28288.648538	OTC	.009997	2013-12-01	208320.000000	61.880000	17.00	.212346
312	5060	AIRB	RC	SOVEREIGN	28288.648538	OBS	.009997	2013-12-01	208320.000000	61.880000	17.00	.212346
1231	7075	FIRB	RC	PSE	129521.465258	Drawn	.057213	2013-12-01	166656.000000	245.616000	17.00	.214103
1249	7075	FIRB	RC	PSE	129521.465258	Undrawn	.057213	2013-12-01	166656.000000	245.616000	17.00	.214103
1267	7075	FIRB	RC	PSE	129521.465258	OTC	.057213	2013-12-01	166656.000000	245.616000	17.00	.214103
1285	7075	FIRB	RC	PSE	129521.465258	OBS	.057213	2013-12-01	166656.000000	245.616000	17.00	.214103
1163	6015	FIRB	RC	SOVEREIGN	87278.612947	Drawn	.077107	2013-12-01	83328.000000	467.812800	17.00	.169803
1181	6015	FIRB	RC	SOVEREIGN	87278.612947	Undrawn	.077107	2013-12-01	83328.000000	467.812800	17.00	.169803
1199	6015	FIRB	RC	SOVEREIGN	87278.612947	OTC	.077107	2013-12-01	83328.000000	467.812800	17.00	.169803
